date,tournament,home_team,away_team,home_score,away_score,winner,tournament_category
1980-06-04,Friendly,Hungary,Austria,1,1,Draw,Friendly/Invitationals
1980-06-06,Friendly,Belgium,Romania,2,1,Belgium,Friendly/Invitationals
1980-06-06,Friendly,Honduras,Haiti,3,1,Honduras,Friendly/Invitationals
1980-06-07,Friendly,Zambia,Zimbabwe,2,1,Zambia,Friendly/Invitationals
1980-06-08,Friendly,Brazil,Mexico,2,0,Brazil,Friendly/Invitationals
1980-06-08,Friendly,Tunisia,Morocco,0,1,Morocco,Friendly/Invitationals
1980-06-08,Friendly,Zambia,Zimbabwe,1,3,Zimbabwe,Friendly/Invitationals
1980-06-09,Guangzhou International Friendship Tournament,Hong Kong,Japan,1,3,Japan,Other Tournaments
1980-06-10,Friendly,Honduras,Haiti,1,0,Honduras,Friendly/Invitationals
1980-06-11,Guangzhou International Friendship Tournament,China PR,Japan,1,0,China PR,Other Tournaments
1980-06-11,UEFA Euro,Czechoslovakia,Germany,0,1,Germany,International Major Tournaments
1980-06-11,UEFA Euro,Netherlands,Greece,1,0,Netherlands,International Major Tournaments
1980-06-12,UEFA Euro,Belgium,England,1,1,Draw,International Major Tournaments
1980-06-12,Friendly,Guatemala,Haiti,1,2,Haiti,Friendly/Invitationals
1980-06-12,UEFA Euro,Italy,Spain,0,0,Draw,International Major Tournaments
1980-06-13,FIFA World Cup qualification,Algeria,Sierra Leone,3,1,Algeria,Other Tournaments
1980-06-13,Guangzhou International Friendship Tournament,China PR,Hong Kong,7,0,China PR,Other Tournaments
1980-06-13,Friendly,Honduras,Panama,0,0,Draw,Friendly/Invitationals
1980-06-13,Friendly,Togo,Nigeria,0,1,Nigeria,Friendly/Invitationals
1980-06-14,UEFA Euro,Germany,Netherlands,3,2,Germany,International Major Tournaments
1980-06-14,UEFA Euro,Greece,Czechoslovakia,1,3,Czechoslovakia,International Major Tournaments
1980-06-15,Friendly,Australia,Northern Ireland,1,1,Draw,Friendly/Invitationals
1980-06-15,UEFA Euro,Belgium,Spain,2,1,Belgium,International Major Tournaments
1980-06-15,Friendly,Brazil,Russia,1,2,Russia,Friendly/Invitationals
1980-06-15,Friendly,Honduras,Panama,2,0,Honduras,Friendly/Invitationals
1980-06-15,UEFA Euro,Italy,England,1,0,Italy,International Major Tournaments
1980-06-15,Friendly,Malawi,Zambia,2,0,Malawi,Friendly/Invitationals
1980-06-17,UEFA Euro,Greece,Germany,0,0,Draw,International Major Tournaments
1980-06-17,UEFA Euro,Netherlands,Czechoslovakia,1,1,Draw,International Major Tournaments
1980-06-18,Friendly,Australia,Northern Ireland,1,2,Northern Ireland,Friendly/Invitationals
1980-06-18,Guangzhou International Friendship Tournament,Hong Kong,Japan,0,2,Japan,Other Tournaments
1980-06-18,UEFA Euro,Italy,Belgium,0,0,Draw,International Major Tournaments
1980-06-18,UEFA Euro,Spain,England,1,2,England,International Major Tournaments
1980-06-18,FIFA World Cup qualification,Sweden,Israel,1,1,Draw,Other Tournaments
1980-06-19,Friendly,Madagascar,Tanzania,2,1,Madagascar,Friendly/Invitationals
1980-06-21,UEFA Euro,Italy,Czechoslovakia,1,1,Draw,International Major Tournaments
1980-06-22,UEFA Euro,Belgium,Germany,1,2,Germany,International Major Tournaments
1980-06-22,FIFA World Cup qualification,Guinea,Lesotho,3,1,Guinea,Other Tournaments
1980-06-22,Friendly,Madagascar,Tanzania,1,1,Draw,Friendly/Invitationals
1980-06-22,Friendly,Poland,Iraq,3,0,Poland,Friendly/Invitationals
1980-06-22,FIFA World Cup qualification,Senegal,Morocco,0,1,Morocco,Other Tournaments
1980-06-24,Friendly,Brazil,Chile,2,1,Brazil,Friendly/Invitationals
1980-06-24,Friendly,Congo,Guinea,1,1,Draw,Friendly/Invitationals
1980-06-24,Friendly,Costa Rica,Cuba,3,0,Costa Rica,Friendly/Invitationals
1980-06-25,Friendly,DR Congo,Congo,1,2,Congo,Friendly/Invitationals
1980-06-25,Friendly,Iceland,Finland,1,1,Draw,Friendly/Invitationals
1980-06-27,Friendly,DR Congo,Gabon,1,1,Draw,Friendly/Invitationals
1980-06-29,Friendly,Brazil,Poland,1,1,Draw,Friendly/Invitationals
1980-06-29,FIFA World Cup qualification,Cameroon,Malawi,3,0,Cameroon,Other Tournaments
1980-06-29,FIFA World Cup qualification,Tunisia,Nigeria,2,0,Tunisia,Other Tournaments
1980-06-29,Friendly,Zambia,Kenya,5,0,Zambia,Friendly/Invitationals
1980-06-30,Friendly,Iceland,Faroe Islands,2,1,Iceland,Friendly/Invitationals
1980-07-02,Friendly,Bolivia,Poland,0,1,Poland,Friendly/Invitationals
1980-07-02,Friendly,Faroe Islands,Greenland,6,0,Faroe Islands,Friendly/Invitationals
1980-07-02,Friendly,Mauritania,Senegal,1,3,Senegal,Friendly/Invitationals
1980-07-02,CONCACAF Championship qualification,Panama,Guatemala,0,2,Guatemala,Other Tournaments
1980-07-03,Friendly,Iceland,Greenland,4,1,Iceland,Friendly/Invitationals
1980-07-05,FIFA World Cup qualification,Kenya,Tanzania,3,1,Kenya,Other Tournaments
1980-07-06,FIFA World Cup qualification,Gambia,Libya,0,0,Draw,Other Tournaments
1980-07-06,FIFA World Cup qualification,Lesotho,Guinea,1,1,Draw,Other Tournaments
1980-07-06,Friendly,Malawi,Zimbabwe,0,1,Zimbabwe,Friendly/Invitationals
1980-07-06,FIFA World Cup qualification,Morocco,Senegal,0,0,Draw,Other Tournaments
1980-07-08,Friendly,Malawi,Zimbabwe,1,1,Draw,Friendly/Invitationals
1980-07-09,Friendly,Colombia,Poland,1,4,Poland,Friendly/Invitationals
1980-07-10,Friendly,Fiji,Tahiti,1,1,Draw,Friendly/Invitationals
1980-07-12,FIFA World Cup qualification,Nigeria,Tunisia,2,0,Nigeria,Other Tournaments
1980-07-12,Friendly,Russia,Denmark,2,0,Russia,Friendly/Invitationals
1980-07-13,FIFA World Cup qualification,DR Congo,Mozambique,5,2,DR Congo,Other Tournaments
1980-07-14,Friendly,Norway,Iceland,3,1,Norway,Friendly/Invitationals
1980-07-16,Friendly,Guatemala,Honduras,1,1,Draw,Friendly/Invitationals
1980-07-16,FIFA World Cup qualification,Niger,Somalia,0,0,Draw,Other Tournaments
1980-07-17,Friendly,Sweden,Iceland,1,1,Draw,Friendly/Invitationals
1980-07-18,Friendly,Uruguay,Peru,0,0,Draw,Friendly/Invitationals
1980-07-19,FIFA World Cup qualification,Tanzania,Kenya,5,0,Tanzania,Other Tournaments
1980-07-20,FIFA World Cup qualification,Malawi,Cameroon,1,1,Draw,Other Tournaments
1980-07-27,FIFA World Cup qualification,Mozambique,DR Congo,1,2,DR Congo,Other Tournaments
1980-07-27,FIFA World Cup qualification,Somalia,Niger,1,1,Draw,Other Tournaments
1980-07-30,CONCACAF Championship qualification,Panama,Honduras,0,2,Honduras,Other Tournaments
1980-08-01,CONCACAF Championship qualification,Haiti,Trinidad and Tobago,2,0,Haiti,Other Tournaments
1980-08-03,Friendly,Basque Country,Hungary,1,5,Hungary,Friendly/Invitationals
1980-08-05,Friendly,United Arab Emirates,Iran,0,2,Iran,Friendly/Invitationals
1980-08-07,Friendly,United Arab Emirates,Iran,0,3,Iran,Friendly/Invitationals
1980-08-10,African Cup of Nations qualification,Mozambique,Lesotho,6,1,Mozambique,Other Tournaments
1980-08-10,CONCACAF Championship qualification,Panama,Costa Rica,1,1,Draw,Other Tournaments
1980-08-17,CONCACAF Championship qualification,Cuba,Suriname,3,0,Cuba,Other Tournaments
1980-08-17,Friendly,Guatemala,El Salvador,1,1,Draw,Friendly/Invitationals
1980-08-17,CONCACAF Championship qualification,Trinidad and Tobago,Haiti,1,0,Trinidad and Tobago,Other Tournaments
1980-08-20,Friendly,Hungary,Sweden,2,0,Hungary,Friendly/Invitationals
1980-08-20,Friendly,New Zealand,Mexico,4,0,New Zealand,Friendly/Invitationals
1980-08-21,Nordic Championship,Norway,Finland,6,1,Norway,Other Tournaments
1980-08-21,Friendly,Uruguay,Chile,0,0,Draw,Friendly/Invitationals
1980-08-23,Korea Cup,Indonesia,Thailand,2,1,Indonesia,Other Tournaments
1980-08-23,Korea Cup,South Korea,Malaysia,2,0,South Korea,Other Tournaments
1980-08-24,Friendly,Australia,Mexico,2,2,Draw,Friendly/Invitationals
1980-08-24,African Cup of Nations qualification,Lesotho,Mozambique,2,1,Lesotho,Other Tournaments
1980-08-24,CONCACAF Championship qualification,Panama,El Salvador,1,3,El Salvador,Other Tournaments
1980-08-25,Korea Cup,Bahrain,Malaysia,1,1,Draw,Other Tournaments
1980-08-25,Korea Cup,South Korea,Indonesia,3,0,South Korea,Other Tournaments
1980-08-26,Friendly,Australia,Mexico,1,1,Draw,Friendly/Invitationals
1980-08-26,Copa Paz del Chaco,Bolivia,Paraguay,1,1,Draw,Other Tournaments
1980-08-27,Korea Cup,Bahrain,Indonesia,2,3,Indonesia,Other Tournaments
1980-08-27,Friendly,Brazil,Uruguay,1,0,Brazil,Friendly/Invitationals
1980-08-27,Friendly,Hungary,Russia,1,4,Russia,Friendly/Invitationals
1980-08-27,Korea Cup,South Korea,Thailand,4,0,South Korea,Other Tournaments
1980-08-27,Balkan Cup,Romania,Yugoslavia,4,1,Romania,Other Tournaments
1980-08-27,Friendly,Switzerland,Denmark,1,1,Draw,Friendly/Invitationals
1980-08-28,Friendly,Bolivia,Paraguay,1,3,Paraguay,Friendly/Invitationals
1980-08-29,Korea Cup,South Korea,Bahrain,5,0,South Korea,Other Tournaments
1980-08-29,Korea Cup,Malaysia,Thailand,1,4,Thailand,Other Tournaments
1980-08-30,Friendly,Fiji,Mexico,0,2,Mexico,Friendly/Invitationals
1980-08-30,Friendly,Zimbabwe,Zambia,1,1,Draw,Friendly/Invitationals
1980-08-31,Korea Cup,Bahrain,Thailand,0,1,Thailand,Other Tournaments
1980-08-31,Korea Cup,Indonesia,Malaysia,1,1,Draw,Other Tournaments
1980-08-31,Friendly,Zimbabwe,Zambia,1,2,Zambia,Friendly/Invitationals
1980-09-02,Korea Cup,South Korea,Indonesia,2,0,South Korea,Other Tournaments
1980-09-02,Friendly,Tahiti,Mexico,0,1,Mexico,Friendly/Invitationals
1980-09-03,FIFA World Cup qualification,Albania,Finland,2,0,Albania,Other Tournaments
1980-09-03,FIFA World Cup qualification,Iceland,Russia,1,2,Russia,Other Tournaments
1980-09-07,CONCACAF Championship qualification,Suriname,Cuba,0,0,Draw,Other Tournaments
1980-09-09,Friendly,Singapore,South Korea,0,2,South Korea,Friendly/Invitationals
1980-09-10,Friendly,Bulgaria,Romania,1,2,Romania,Friendly/Invitationals
1980-09-10,FIFA World Cup qualification,England,Norway,4,0,England,Other Tournaments
1980-09-10,FIFA World Cup qualification,Republic of Ireland,Netherlands,2,1,Republic of Ireland,Other Tournaments
1980-09-10,FIFA World Cup qualification,Luxembourg,Yugoslavia,0,5,Yugoslavia,Other Tournaments
1980-09-10,FIFA World Cup qualification,Sweden,Scotland,0,1,Scotland,Other Tournaments
1980-09-10,Friendly,Switzerland,Germany,2,3,Germany,Friendly/Invitationals
1980-09-12,CONCACAF Championship qualification,Haiti,Curaçao,1,0,Haiti,Other Tournaments
1980-09-14,African Cup of Nations qualification,Madagascar,Mauritius,0,0,Draw,Other Tournaments
1980-09-15,Friendly,Canada,New Zealand,4,0,Canada,Friendly/Invitationals
1980-09-15,AFC Asian Cup,Kuwait,United Arab Emirates,1,1,Draw,International Major Tournaments
1980-09-16,AFC Asian Cup,North Korea,Bangladesh,3,2,North Korea,International Major Tournaments
1980-09-16,AFC Asian Cup,Malaysia,South Korea,1,1,Draw,International Major Tournaments
1980-09-17,Friendly,Canada,New Zealand,3,0,Canada,Friendly/Invitationals
1980-09-17,AFC Asian Cup,Iran,Syria,0,0,Draw,International Major Tournaments
1980-09-17,AFC Asian Cup,Qatar,United Arab Emirates,2,1,Qatar,International Major Tournaments
1980-09-18,Friendly,Argentina,Chile,2,2,Draw,Friendly/Invitationals
1980-09-18,AFC Asian Cup,North Korea,China PR,2,1,North Korea,International Major Tournaments
1980-09-18,AFC Asian Cup,Kuwait,Malaysia,3,1,Kuwait,International Major Tournaments
1980-09-18,Copa Paz del Chaco,Paraguay,Bolivia,2,1,Paraguay,Other Tournaments
1980-09-19,AFC Asian Cup,Bangladesh,Syria,0,1,Syria,International Major Tournaments
1980-09-19,AFC Asian Cup,Qatar,South Korea,0,2,South Korea,International Major Tournaments
1980-09-20,AFC Asian Cup,China PR,Iran,2,2,Draw,International Major Tournaments
1980-09-20,AFC Asian Cup,United Arab Emirates,Malaysia,0,2,Malaysia,International Major Tournaments
1980-09-21,AFC Asian Cup,Kuwait,South Korea,0,3,South Korea,International Major Tournaments
1980-09-22,AFC Asian Cup,Bangladesh,Iran,0,7,Iran,International Major Tournaments
1980-09-23,AFC Asian Cup,Malaysia,Qatar,1,1,Draw,International Major Tournaments
1980-09-23,AFC Asian Cup,Syria,China PR,1,0,Syria,International Major Tournaments
1980-09-24,Friendly,Bulgaria,Sweden,2,3,Sweden,Friendly/Invitationals
1980-09-24,FIFA World Cup qualification,Finland,Austria,0,2,Austria,Other Tournaments
1980-09-24,Friendly,Hungary,Spain,2,2,Draw,Friendly/Invitationals
1980-09-24,AFC Asian Cup,Iran,North Korea,3,2,Iran,International Major Tournaments
1980-09-24,Friendly,Italy,Portugal,3,1,Italy,Friendly/Invitationals
1980-09-24,AFC Asian Cup,South Korea,United Arab Emirates,4,1,South Korea,International Major Tournaments
1980-09-24,FIFA World Cup qualification,Norway,Romania,1,1,Draw,Other Tournaments
1980-09-24,Friendly,Poland,Czechoslovakia,1,1,Draw,Friendly/Invitationals
1980-09-24,FIFA World Cup qualification,Turkey,Iceland,1,3,Iceland,Other Tournaments
1980-09-25,AFC Asian Cup,China PR,Bangladesh,6,0,China PR,International Major Tournaments
1980-09-25,AFC Asian Cup,Kuwait,Qatar,4,0,Kuwait,International Major Tournaments
1980-09-25,Friendly,Paraguay,Brazil,1,2,Brazil,Friendly/Invitationals
1980-09-26,AFC Asian Cup,Syria,North Korea,1,2,North Korea,International Major Tournaments
1980-09-27,FIFA World Cup qualification,Yugoslavia,Denmark,2,1,Yugoslavia,Other Tournaments
1980-09-28,CONCACAF Championship qualification,Guyana,Suriname,0,1,Suriname,Other Tournaments
1980-09-28,AFC Asian Cup,South Korea,North Korea,2,1,South Korea,International Major Tournaments
1980-09-28,AFC Asian Cup,Kuwait,Iran,2,1,Kuwait,International Major Tournaments
1980-09-28,African Cup of Nations qualification,Mali,Mauritania,2,0,Mali,Other Tournaments
1980-09-28,African Cup of Nations qualification,Mauritius,Madagascar,1,1,Draw,Other Tournaments
1980-09-28,Friendly,Turkey,Northern Cyprus,5,0,Turkey,Friendly/Invitationals
1980-09-29,AFC Asian Cup,Iran,North Korea,3,0,Iran,International Major Tournaments
1980-09-30,Friendly,El Salvador,Guatemala,3,2,El Salvador,Friendly/Invitationals
1980-09-30,AFC Asian Cup,Kuwait,South Korea,3,0,Kuwait,International Major Tournaments
1980-09-30,Friendly,Northern Cyprus,Saudi Arabia,0,2,Saudi Arabia,Friendly/Invitationals
1980-10-01,CONCACAF Championship qualification,Costa Rica,Honduras,2,3,Honduras,Other Tournaments
1980-10-01,Friendly,Turkey,Libya,1,2,Libya,Friendly/Invitationals
1980-10-03,Friendly,Turkey,Saudi Arabia,3,0,Turkey,Friendly/Invitationals
1980-10-04,Friendly,Libya,Saudi Arabia,2,0,Libya,Friendly/Invitationals
1980-10-04,Friendly,Luxembourg,United States,0,2,United States,Friendly/Invitationals
1980-10-05,CONCACAF Championship qualification,El Salvador,Panama,4,1,El Salvador,Other Tournaments
1980-10-07,Friendly,Portugal,United States,1,1,Draw,Friendly/Invitationals
1980-10-08,Friendly,Austria,Hungary,3,1,Austria,Friendly/Invitationals
1980-10-08,Friendly,Czechoslovakia,German DR,0,1,German DR,Friendly/Invitationals
1980-10-09,Friendly,Argentina,Bulgaria,2,0,Argentina,Friendly/Invitationals
1980-10-11,FIFA World Cup qualification,Cyprus,France,0,7,France,Other Tournaments
1980-10-11,FIFA World Cup qualification,Luxembourg,Italy,0,2,Italy,Other Tournaments
1980-10-11,Friendly,Netherlands,Germany,1,1,Draw,Friendly/Invitationals
1980-10-12,Friendly,Argentina,Poland,2,1,Argentina,Friendly/Invitationals
1980-10-12,FIFA World Cup qualification,Cameroon,Zimbabwe,2,0,Cameroon,Other Tournaments
1980-10-12,CONCACAF Championship qualification,Guatemala,Costa Rica,0,0,Draw,Other Tournaments
1980-10-12,African Cup of Nations qualification,Mauritania,Mali,2,1,Mauritania,Other Tournaments
1980-10-12,CONCACAF Championship qualification,Suriname,Guyana,4,0,Suriname,Other Tournaments
1980-10-15,Friendly,Argentina,Czechoslovakia,1,0,Argentina,Friendly/Invitationals
1980-10-15,FIFA World Cup qualification,Denmark,Greece,0,1,Greece,Other Tournaments
1980-10-15,Friendly,German DR,Spain,0,0,Draw,Friendly/Invitationals
1980-10-15,FIFA World Cup qualification,Republic of Ireland,Belgium,1,1,Draw,Other Tournaments
1980-10-15,FIFA World Cup qualification,Northern Ireland,Sweden,3,0,Northern Ireland,Other Tournaments
1980-10-15,FIFA World Cup qualification,Romania,England,2,1,Romania,Other Tournaments
1980-10-15,FIFA World Cup qualification,Russia,Iceland,5,0,Russia,Other Tournaments
1980-10-15,FIFA World Cup qualification,Scotland,Portugal,0,0,Draw,Other Tournaments
1980-10-15,FIFA World Cup qualification,Wales,Turkey,4,0,Wales,Other Tournaments
1980-10-15,Merdeka Tournament,South Korea,New Zealand,1,2,New Zealand,Other Tournaments
1980-10-16,Merdeka Tournament,South Korea,Indonesia,1,0,South Korea,Other Tournaments
1980-10-17,Merdeka Tournament,Malaysia,Myanmar,3,2,Malaysia,Other Tournaments
1980-10-17,Merdeka Tournament,Morocco,Thailand,2,1,Morocco,Other Tournaments
1980-10-18,Merdeka Tournament,South Korea,Kuwait,3,0,South Korea,Other Tournaments
1980-10-18,CONCACAF Championship qualification,Canada,Mexico,1,1,Draw,Other Tournaments
1980-10-19,FIFA World Cup qualification,Bulgaria,Albania,2,1,Bulgaria,Other Tournaments
1980-10-19,Merdeka Tournament,Kuwait,New Zealand,1,5,New Zealand,Other Tournaments
1980-10-20,Merdeka Tournament,Myanmar,Morocco,2,2,Draw,Other Tournaments
1980-10-20,Merdeka Tournament,Malaysia,Thailand,2,2,Draw,Other Tournaments
1980-10-20,Merdeka Tournament,South Korea,Morocco,1,1,Draw,Other Tournaments
1980-10-21,Merdeka Tournament,Indonesia,New Zealand,0,0,Draw,Other Tournaments
1980-10-22,Merdeka Tournament,Myanmar,Thailand,1,2,Thailand,Other Tournaments
1980-10-22,Friendly,Trinidad and Tobago,Guyana,1,1,Draw,Friendly/Invitationals
1980-10-22,Merdeka Tournament,Malaysia,South Korea,1,1,Draw,Other Tournaments
1980-10-22,Merdeka Tournament,Kuwait,Myanmar,3,1,Kuwait,Other Tournaments
1980-10-23,Merdeka Tournament,South Korea,Thailand,0,0,Draw,Other Tournaments
1980-10-24,Merdeka Tournament,Myanmar,New Zealand,1,1,Draw,Other Tournaments
1980-10-24,Merdeka Tournament,Kuwait,Thailand,0,1,Thailand,Other Tournaments
1980-10-24,Friendly,Trinidad and Tobago,Guyana,2,0,Trinidad and Tobago,Friendly/Invitationals
1980-10-25,Merdeka Tournament,Kuwait,Indonesia,1,2,Indonesia,Other Tournaments
1980-10-25,Friendly,Liberia,Mali,1,1,Draw,Friendly/Invitationals
1980-10-25,CONCACAF Championship qualification,United States,Canada,0,0,Draw,Other Tournaments
1980-10-26,CONCACAF Championship qualification,Honduras,Guatemala,0,0,Draw,Other Tournaments
1980-10-26,Merdeka Tournament,Indonesia,Thailand,1,1,Draw,Other Tournaments
1980-10-26,African Cup of Nations qualification,Malawi,Zimbabwe,0,1,Zimbabwe,Other Tournaments
1980-10-26,Merdeka Tournament,Morocco,New Zealand,3,0,Morocco,Other Tournaments
1980-10-27,Merdeka Tournament,Kuwait,Morocco,0,3,Morocco,Other Tournaments
1980-10-27,Merdeka Tournament,Malaysia,Indonesia,1,1,Draw,Other Tournaments
1980-10-28,FIFA World Cup qualification,France,Republic of Ireland,2,0,France,Other Tournaments
1980-10-28,Merdeka Tournament,New Zealand,Thailand,1,1,Draw,Other Tournaments
1980-10-29,Merdeka Tournament,Malaysia,Kuwait,2,1,Malaysia,Other Tournaments
1980-10-29,Merdeka Tournament,Indonesia,Morocco,0,2,Morocco,Other Tournaments
1980-10-29,FIFA World Cup qualification,Switzerland,Norway,1,2,Norway,Other Tournaments
1980-10-30,Merdeka Tournament,Malaysia,New Zealand,2,0,Malaysia,Other Tournaments
1980-10-30,Merdeka Tournament,Myanmar,South Korea,1,1,Draw,Other Tournaments
1980-10-30,Friendly,Brazil,Paraguay,6,0,Brazil,Friendly/Invitationals
1980-10-31,Merdeka Tournament,Myanmar,Indonesia,1,0,Myanmar,Other Tournaments
1980-11-01,CONCACAF Championship qualification,Canada,United States,2,1,Canada,Other Tournaments
1980-11-01,FIFA World Cup qualification,Italy,Denmark,2,0,Italy,Other Tournaments
1980-11-01,Friendly,Tanzania,Madagascar,0,0,Draw,Friendly/Invitationals
1980-11-01,Friendly,Zambia,Angola,0,0,Draw,Friendly/Invitationals
1980-11-02,Merdeka Tournament,Malaysia,Morocco,1,2,Morocco,Other Tournaments
1980-11-02,Friendly,Zambia,Angola,1,1,Draw,Friendly/Invitationals
1980-11-05,CONCACAF Championship qualification,Costa Rica,Panama,2,0,Costa Rica,Other Tournaments
1980-11-09,Friendly,Bolivia,Uruguay,1,3,Uruguay,Friendly/Invitationals
1980-11-09,CONCACAF Championship qualification,Cuba,Guyana,1,0,Cuba,Other Tournaments
1980-11-09,CONCACAF Championship qualification,Guatemala,El Salvador,0,0,Draw,Other Tournaments
1980-11-09,Friendly,Honduras,Canada,2,0,Honduras,Friendly/Invitationals
1980-11-09,African Cup of Nations qualification,Liberia,Gambia,0,0,Draw,Other Tournaments
1980-11-09,CONCACAF Championship qualification,Mexico,United States,5,1,Mexico,Other Tournaments
1980-11-09,Friendly,Senegal,Mauritania,3,0,Senegal,Friendly/Invitationals
1980-11-09,CONCACAF Championship qualification,Trinidad and Tobago,Curaçao,0,0,Draw,Other Tournaments
1980-11-09,African Cup of Nations qualification,Zimbabwe,Malawi,1,1,Draw,Other Tournaments
1980-11-11,Friendly,Greece,Australia,3,3,Draw,Friendly/Invitationals
1980-11-11,Friendly,Guatemala,Canada,0,1,Canada,Friendly/Invitationals
1980-11-12,Friendly,Ethiopia,Mozambique,3,2,Ethiopia,Friendly/Invitationals
1980-11-12,FIFA World Cup qualification,Israel,Sweden,0,0,Draw,Other Tournaments
1980-11-12,Friendly,Peru,Uruguay,1,1,Draw,Friendly/Invitationals
1980-11-12,Friendly,Spain,Poland,1,2,Poland,Friendly/Invitationals
1980-11-14,CECAFA Cup,Sudan,Tanzania,0,1,Tanzania,Regional Tournaments
1980-11-15,FIFA World Cup qualification,Austria,Albania,5,0,Austria,Other Tournaments
1980-11-15,Friendly,Benin,Niger,1,0,Benin,Friendly/Invitationals
1980-11-15,FIFA World Cup qualification,Italy,Yugoslavia,2,0,Italy,Other Tournaments
1980-11-16,King's Cup,Brunei,Western Australia,0,2,Western Australia,Other Tournaments
1980-11-16,CONCACAF Championship qualification,Guatemala,Panama,5,0,Guatemala,Other Tournaments
1980-11-16,CONCACAF Championship qualification,Honduras,Costa Rica,1,1,Draw,Other Tournaments
1980-11-16,FIFA World Cup qualification,Madagascar,DR Congo,1,1,Draw,Other Tournaments
1980-11-16,CECAFA Cup,Malawi,Zanzibar,1,0,Malawi,Regional Tournaments
1980-11-16,CONCACAF Championship qualification,Mexico,Canada,1,1,Draw,Other Tournaments
1980-11-16,FIFA World Cup qualification,Morocco,Zambia,2,0,Morocco,Other Tournaments
1980-11-16,FIFA World Cup qualification,Zimbabwe,Cameroon,1,0,Zimbabwe,Other Tournaments
1980-11-16,African Cup of Nations qualification,Angola,Congo,1,1,Draw,Other Tournaments
1980-11-17,African Cup of Nations qualification,Senegal,Sierra Leone,2,0,Senegal,Other Tournaments
1980-11-17,CECAFA Cup,Somalia,Tanzania,1,1,Draw,Regional Tournaments
1980-11-19,FIFA World Cup qualification,Belgium,Netherlands,1,0,Belgium,Other Tournaments
1980-11-19,FIFA World Cup qualification,Denmark,Luxembourg,4,0,Denmark,Other Tournaments
1980-11-19,FIFA World Cup qualification,England,Switzerland,2,1,England,Other Tournaments
1980-11-19,Friendly,German DR,Hungary,2,0,German DR,Friendly/Invitationals
1980-11-19,Friendly,Germany,France,4,1,Germany,Friendly/Invitationals
1980-11-19,FIFA World Cup qualification,Republic of Ireland,Cyprus,6,0,Republic of Ireland,Other Tournaments
1980-11-19,CECAFA Cup,Kenya,Malawi,0,1,Malawi,Regional Tournaments
1980-11-19,Friendly,Poland,Algeria,5,1,Poland,Friendly/Invitationals
1980-11-19,FIFA World Cup qualification,Portugal,Northern Ireland,1,0,Portugal,Other Tournaments
1980-11-19,FIFA World Cup qualification,Wales,Czechoslovakia,1,0,Wales,Other Tournaments
1980-11-20,King's Cup,Brunei,Singapore,0,3,Singapore,Other Tournaments
1980-11-20,CECAFA Cup,Sudan,Somalia,2,0,Sudan,Regional Tournaments
1980-11-22,CECAFA Cup,Kenya,Zanzibar,1,2,Zanzibar,Regional Tournaments
1980-11-22,Friendly,Trinidad and Tobago,Cuba,2,2,Draw,Friendly/Invitationals
1980-11-23,CONCACAF Championship qualification,El Salvador,Honduras,2,1,El Salvador,Other Tournaments
1980-11-23,African Cup of Nations qualification,Gambia,Liberia,1,1,Draw,Other Tournaments
1980-11-23,Friendly,Guinea,DR Congo,2,1,Guinea,Friendly/Invitationals
1980-11-23,CONCACAF Championship qualification,United States,Mexico,2,1,United States,Other Tournaments
1980-11-24,CECAFA Cup,Malawi,Tanzania,0,1,Tanzania,Regional Tournaments
1980-11-25,King's Cup,Singapore,Western Australia,1,1,Draw,Other Tournaments
1980-11-26,CONCACAF Championship qualification,Costa Rica,Guatemala,0,3,Guatemala,Other Tournaments
1980-11-28,CECAFA Cup,Sudan,Tanzania,1,0,Sudan,Regional Tournaments
1980-11-29,CONCACAF Championship qualification,Curaçao,Trinidad and Tobago,0,0,Draw,Other Tournaments
1980-11-30,Friendly,Bolivia,Finland,3,0,Bolivia,Friendly/Invitationals
1980-11-30,African Cup of Nations qualification,Congo,Angola,0,0,Draw,Other Tournaments
1980-11-30,CONCACAF Championship qualification,Guyana,Cuba,0,3,Cuba,Other Tournaments
1980-11-30,CONCACAF Championship qualification,Honduras,El Salvador,2,0,Honduras,Other Tournaments
1980-11-30,African Cup of Nations qualification,Sierra Leone,Senegal,1,2,Senegal,Other Tournaments
1980-11-30,FIFA World Cup qualification,Zambia,Morocco,2,0,Zambia,Other Tournaments
1980-12-02,Friendly,Israel,Australia,0,1,Australia,Friendly/Invitationals
1980-12-03,FIFA World Cup qualification,Bulgaria,Germany,1,3,Germany,Other Tournaments
1980-12-03,FIFA World Cup qualification,Czechoslovakia,Turkey,2,0,Czechoslovakia,Other Tournaments
1980-12-04,Friendly,Argentina,Russia,1,1,Draw,Friendly/Invitationals
1980-12-04,Friendly,Bolivia,Finland,2,2,Draw,Friendly/Invitationals
1980-12-05,Friendly,Hong Kong,Australia,1,0,Hong Kong,Friendly/Invitationals
1980-12-06,FIFA World Cup qualification,Albania,Austria,0,1,Austria,Other Tournaments
1980-12-06,FIFA World Cup qualification,Greece,Italy,0,2,Italy,Other Tournaments
1980-12-06,FIFA World Cup qualification,Nigeria,Tanzania,1,1,Draw,Other Tournaments
1980-12-07,CONCACAF Championship qualification,Guatemala,Honduras,0,1,Honduras,Other Tournaments
1980-12-07,Friendly,Indonesia,Australia,1,1,Draw,Friendly/Invitationals
